Emotions,Path,actor,Gender,Source
surprise,E:\datasets\ravdess\Actor_05\03-01-08-01-02-02-05.wav,5,male,ravdess
surprise,E:\datasets\ravdess\Actor_05\03-01-08-02-01-01-05.wav,5,male,ravdess
surprise,E:\datasets\ravdess\Actor_05\03-01-08-02-01-02-05.wav,5,male,ravdess
surprise,E:\datasets\ravdess\Actor_05\03-01-08-02-02-01-05.wav,5,male,ravdess
surprise,E:\datasets\ravdess\Actor_05\03-01-08-02-02-02-05.wav,5,male,ravdess
neutral,E:\datasets\ravdess\Actor_06\03-01-01-01-01-01-06.wav,6,female,ravdess
neutral,E:\datasets\ravdess\Actor_06\03-01-01-01-01-02-06.wav,6,female,ravdess
neutral,E:\datasets\ravdess\Actor_06\03-01-01-01-02-01-06.wav,6,female,ravdess
neutral,E:\datasets\ravdess\Actor_06\03-01-01-01-02-02-06.wav,6,female,ravdess
calm,E:\datasets\ravdess\Actor_06\03-01-02-01-01-01-06.wav,6,female,ravdess
calm,E:\datasets\ravdess\Actor_06\03-01-02-01-01-02-06.wav,6,female,ravdess
calm,E:\datasets\ravdess\Actor_06\03-01-02-01-02-01-06.wav,6,female,ravdess
calm,E:\datasets\ravdess\Actor_06\03-01-02-01-02-02-06.wav,6,female,ravdess
calm,E:\datasets\ravdess\Actor_06\03-01-02-02-01-01-06.wav,6,female,ravdess
calm,E:\datasets\ravdess\Actor_06\03-01-02-02-01-02-06.wav,6,female,ravdess
calm,E:\datasets\ravdess\Actor_06\03-01-02-02-02-01-06.wav,6,female,ravdess
calm,E:\datasets\ravdess\Actor_06\03-01-02-02-02-02-06.wav,6,female,ravdess
happy,E:\datasets\ravdess\Actor_06\03-01-03-01-01-01-06.wav,6,female,ravdess
happy,E:\datasets\ravdess\Actor_06\03-01-03-01-01-02-06.wav,6,female,ravdess
happy,E:\datasets\ravdess\Actor_06\03-01-03-01-02-01-06.wav,6,female,ravdess
happy,E:\datasets\ravdess\Actor_06\03-01-03-01-02-02-06.wav,6,female,ravdess
happy,E:\datasets\ravdess\Actor_06\03-01-03-02-01-01-06.wav,6,female,ravdess
happy,E:\datasets\ravdess\Actor_06\03-01-03-02-01-02-06.wav,6,female,ravdess
happy,E:\datasets\ravdess\Actor_06\03-01-03-02-02-01-06.wav,6,female,ravdess
happy,E:\datasets\ravdess\Actor_06\03-01-03-02-02-02-06.wav,6,female,ravdess
sad,E:\datasets\ravdess\Actor_06\03-01-04-01-01-01-06.wav,6,female,ravdess
sad,E:\datasets\ravdess\Actor_06\03-01-04-01-01-02-06.wav,6,female,ravdess
sad,E:\datasets\ravdess\Actor_06\03-01-04-01-02-01-06.wav,6,female,ravdess
sad,E:\datasets\ravdess\Actor_06\03-01-04-01-02-02-06.wav,6,female,ravdess
sad,E:\datasets\ravdess\Actor_06\03-01-04-02-01-01-06.wav,6,female,ravdess
sad,E:\datasets\ravdess\Actor_06\03-01-04-02-01-02-06.wav,6,female,ravdess
sad,E:\datasets\ravdess\Actor_06\03-01-04-02-02-01-06.wav,6,female,ravdess
sad,E:\datasets\ravdess\Actor_06\03-01-04-02-02-02-06.wav,6,female,ravdess
angry,E:\datasets\ravdess\Actor_06\03-01-05-01-01-01-06.wav,6,female,ravdess
angry,E:\datasets\ravdess\Actor_06\03-01-05-01-01-02-06.wav,6,female,ravdess
angry,E:\datasets\ravdess\Actor_06\03-01-05-01-02-01-06.wav,6,female,ravdess
angry,E:\datasets\ravdess\Actor_06\03-01-05-01-02-02-06.wav,6,female,ravdess
angry,E:\datasets\ravdess\Actor_06\03-01-05-02-01-01-06.wav,6,female,ravdess
angry,E:\datasets\ravdess\Actor_06\03-01-05-02-01-02-06.wav,6,female,ravdess
angry,E:\datasets\ravdess\Actor_06\03-01-05-02-02-01-06.wav,6,female,ravdess
angry,E:\datasets\ravdess\Actor_06\03-01-05-02-02-02-06.wav,6,female,ravdess
fear,E:\datasets\ravdess\Actor_06\03-01-06-01-01-01-06.wav,6,female,ravdess
fear,E:\datasets\ravdess\Actor_06\03-01-06-01-01-02-06.wav,6,female,ravdess
fear,E:\datasets\ravdess\Actor_06\03-01-06-01-02-01-06.wav,6,female,ravdess
fear,E:\datasets\ravdess\Actor_06\03-01-06-01-02-02-06.wav,6,female,ravdess
fear,E:\datasets\ravdess\Actor_06\03-01-06-02-01-01-06.wav,6,female,ravdess
fear,E:\datasets\ravdess\Actor_06\03-01-06-02-01-02-06.wav,6,female,ravdess
fear,E:\datasets\ravdess\Actor_06\03-01-06-02-02-01-06.wav,6,female,ravdess
fear,E:\datasets\ravdess\Actor_06\03-01-06-02-02-02-06.wav,6,female,ravdess
disgust,E:\datasets\ravdess\Actor_06\03-01-07-01-01-01-06.wav,6,female,ravdess
disgust,E:\datasets\ravdess\Actor_06\03-01-07-01-01-02-06.wav,6,female,ravdess
disgust,E:\datasets\ravdess\Actor_06\03-01-07-01-02-01-06.wav,6,female,ravdess
disgust,E:\datasets\ravdess\Actor_06\03-01-07-01-02-02-06.wav,6,female,ravdess
disgust,E:\datasets\ravdess\Actor_06\03-01-07-02-01-01-06.wav,6,female,ravdess
disgust,E:\datasets\ravdess\Actor_06\03-01-07-02-01-02-06.wav,6,female,ravdess
disgust,E:\datasets\ravdess\Actor_06\03-01-07-02-02-01-06.wav,6,female,ravdess
disgust,E:\datasets\ravdess\Actor_06\03-01-07-02-02-02-06.wav,6,female,ravdess
surprise,E:\datasets\ravdess\Actor_06\03-01-08-01-01-01-06.wav,6,female,ravdess
surprise,E:\datasets\ravdess\Actor_06\03-01-08-01-01-02-06.wav,6,female,ravdess
surprise,E:\datasets\ravdess\Actor_06\03-01-08-01-02-01-06.wav,6,female,ravdess
surprise,E:\datasets\ravdess\Actor_06\03-01-08-01-02-02-06.wav,6,female,ravdess
surprise,E:\datasets\ravdess\Actor_06\03-01-08-02-01-01-06.wav,6,female,ravdess
surprise,E:\datasets\ravdess\Actor_06\03-01-08-02-01-02-06.wav,6,female,ravdess
surprise,E:\datasets\ravdess\Actor_06\03-01-08-02-02-01-06.wav,6,female,ravdess
surprise,E:\datasets\ravdess\Actor_06\03-01-08-02-02-02-06.wav,6,female,ravdess
neutral,E:\datasets\ravdess\Actor_07\03-01-01-01-01-01-07.wav,7,male,ravdess
neutral,E:\datasets\ravdess\Actor_07\03-01-01-01-01-02-07.wav,7,male,ravdess
neutral,E:\datasets\ravdess\Actor_07\03-01-01-01-02-01-07.wav,7,male,ravdess
neutral,E:\datasets\ravdess\Actor_07\03-01-01-01-02-02-07.wav,7,male,ravdess
calm,E:\datasets\ravdess\Actor_07\03-01-02-01-01-01-07.wav,7,male,ravdess
calm,E:\datasets\ravdess\Actor_07\03-01-02-01-01-02-07.wav,7,male,ravdess
calm,E:\datasets\ravdess\Actor_07\03-01-02-01-02-01-07.wav,7,male,ravdess
calm,E:\datasets\ravdess\Actor_07\03-01-02-01-02-02-07.wav,7,male,ravdess
calm,E:\datasets\ravdess\Actor_07\03-01-02-02-01-01-07.wav,7,male,ravdess
calm,E:\datasets\ravdess\Actor_07\03-01-02-02-01-02-07.wav,7,male,ravdess
calm,E:\datasets\ravdess\Actor_07\03-01-02-02-02-01-07.wav,7,male,ravdess
calm,E:\datasets\ravdess\Actor_07\03-01-02-02-02-02-07.wav,7,male,ravdess
happy,E:\datasets\ravdess\Actor_07\03-01-03-01-01-01-07.wav,7,male,ravdess
happy,E:\datasets\ravdess\Actor_07\03-01-03-01-01-02-07.wav,7,male,ravdess
happy,E:\datasets\ravdess\Actor_07\03-01-03-01-02-01-07.wav,7,male,ravdess
happy,E:\datasets\ravdess\Actor_07\03-01-03-01-02-02-07.wav,7,male,ravdess
happy,E:\datasets\ravdess\Actor_07\03-01-03-02-01-01-07.wav,7,male,ravdess
happy,E:\datasets\ravdess\Actor_07\03-01-03-02-01-02-07.wav,7,male,ravdess
happy,E:\datasets\ravdess\Actor_07\03-01-03-02-02-01-07.wav,7,male,ravdess
happy,E:\datasets\ravdess\Actor_07\03-01-03-02-02-02-07.wav,7,male,ravdess
sad,E:\datasets\ravdess\Actor_07\03-01-04-01-01-01-07.wav,7,male,ravdess
sad,E:\datasets\ravdess\Actor_07\03-01-04-01-01-02-07.wav,7,male,ravdess
sad,E:\datasets\ravdess\Actor_07\03-01-04-01-02-01-07.wav,7,male,ravdess
sad,E:\datasets\ravdess\Actor_07\03-01-04-01-02-02-07.wav,7,male,ravdess
sad,E:\datasets\ravdess\Actor_07\03-01-04-02-01-01-07.wav,7,male,ravdess
sad,E:\datasets\ravdess\Actor_07\03-01-04-02-01-02-07.wav,7,male,ravdess
sad,E:\datasets\ravdess\Actor_07\03-01-04-02-02-01-07.wav,7,male,ravdess
sad,E:\datasets\ravdess\Actor_07\03-01-04-02-02-02-07.wav,7,male,ravdess
angry,E:\datasets\ravdess\Actor_07\03-01-05-01-01-01-07.wav,7,male,ravdess
angry,E:\datasets\ravdess\Actor_07\03-01-05-01-01-02-07.wav,7,male,ravdess
angry,E:\datasets\ravdess\Actor_07\03-01-05-01-02-01-07.wav,7,male,ravdess
angry,E:\datasets\ravdess\Actor_07\03-01-05-01-02-02-07.wav,7,male,ravdess
angry,E:\datasets\ravdess\Actor_07\03-01-05-02-01-01-07.wav,7,male,ravdess
angry,E:\datasets\ravdess\Actor_07\03-01-05-02-01-02-07.wav,7,male,ravdess
angry,E:\datasets\ravdess\Actor_07\03-01-05-02-02-01-07.wav,7,male,ravdess
angry,E:\datasets\ravdess\Actor_07\03-01-05-02-02-02-07.wav,7,male,ravdess
fear,E:\datasets\ravdess\Actor_07\03-01-06-01-01-01-07.wav,7,male,ravdess
fear,E:\datasets\ravdess\Actor_07\03-01-06-01-01-02-07.wav,7,male,ravdess
fear,E:\datasets\ravdess\Actor_07\03-01-06-01-02-01-07.wav,7,male,ravdess
fear,E:\datasets\ravdess\Actor_07\03-01-06-01-02-02-07.wav,7,male,ravdess
fear,E:\datasets\ravdess\Actor_07\03-01-06-02-01-01-07.wav,7,male,ravdess
fear,E:\datasets\ravdess\Actor_07\03-01-06-02-01-02-07.wav,7,male,ravdess
fear,E:\datasets\ravdess\Actor_07\03-01-06-02-02-01-07.wav,7,male,ravdess
fear,E:\datasets\ravdess\Actor_07\03-01-06-02-02-02-07.wav,7,male,ravdess
disgust,E:\datasets\ravdess\Actor_07\03-01-07-01-01-01-07.wav,7,male,ravdess
disgust,E:\datasets\ravdess\Actor_07\03-01-07-01-01-02-07.wav,7,male,ravdess
disgust,E:\datasets\ravdess\Actor_07\03-01-07-01-02-01-07.wav,7,male,ravdess
disgust,E:\datasets\ravdess\Actor_07\03-01-07-01-02-02-07.wav,7,male,ravdess
disgust,E:\datasets\ravdess\Actor_07\03-01-07-02-01-01-07.wav,7,male,ravdess
disgust,E:\datasets\ravdess\Actor_07\03-01-07-02-01-02-07.wav,7,male,ravdess
disgust,E:\datasets\ravdess\Actor_07\03-01-07-02-02-01-07.wav,7,male,ravdess
disgust,E:\datasets\ravdess\Actor_07\03-01-07-02-02-02-07.wav,7,male,ravdess
surprise,E:\datasets\ravdess\Actor_07\03-01-08-01-01-01-07.wav,7,male,ravdess
surprise,E:\datasets\ravdess\Actor_07\03-01-08-01-01-02-07.wav,7,male,ravdess
surprise,E:\datasets\ravdess\Actor_07\03-01-08-01-02-01-07.wav,7,male,ravdess
surprise,E:\datasets\ravdess\Actor_07\03-01-08-01-02-02-07.wav,7,male,ravdess
surprise,E:\datasets\ravdess\Actor_07\03-01-08-02-01-01-07.wav,7,male,ravdess
surprise,E:\datasets\ravdess\Actor_07\03-01-08-02-01-02-07.wav,7,male,ravdess
surprise,E:\datasets\ravdess\Actor_07\03-01-08-02-02-01-07.wav,7,male,ravdess
surprise,E:\datasets\ravdess\Actor_07\03-01-08-02-02-02-07.wav,7,male,ravdess
neutral,E:\datasets\ravdess\Actor_08\03-01-01-01-01-01-08.wav,8,female,ravdess
neutral,E:\datasets\ravdess\Actor_08\03-01-01-01-01-02-08.wav,8,female,ravdess
neutral,E:\datasets\ravdess\Actor_08\03-01-01-01-02-01-08.wav,8,female,ravdess
neutral,E:\datasets\ravdess\Actor_08\03-01-01-01-02-02-08.wav,8,female,ravdess
calm,E:\datasets\ravdess\Actor_08\03-01-02-01-01-01-08.wav,8,female,ravdess
calm,E:\datasets\ravdess\Actor_08\03-01-02-01-01-02-08.wav,8,female,ravdess
calm,E:\datasets\ravdess\Actor_08\03-01-02-01-02-01-08.wav,8,female,ravdess
calm,E:\datasets\ravdess\Actor_08\03-01-02-01-02-02-08.wav,8,female,ravdess
calm,E:\datasets\ravdess\Actor_08\03-01-02-02-01-01-08.wav,8,female,ravdess
calm,E:\datasets\ravdess\Actor_08\03-01-02-02-01-02-08.wav,8,female,ravdess
calm,E:\datasets\ravdess\Actor_08\03-01-02-02-02-01-08.wav,8,female,ravdess
calm,E:\datasets\ravdess\Actor_08\03-01-02-02-02-02-08.wav,8,female,ravdess
happy,E:\datasets\ravdess\Actor_08\03-01-03-01-01-01-08.wav,8,female,ravdess
happy,E:\datasets\ravdess\Actor_08\03-01-03-01-01-02-08.wav,8,female,ravdess
happy,E:\datasets\ravdess\Actor_08\03-01-03-01-02-01-08.wav,8,female,ravdess
happy,E:\datasets\ravdess\Actor_08\03-01-03-01-02-02-08.wav,8,female,ravdess
happy,E:\datasets\ravdess\Actor_08\03-01-03-02-01-01-08.wav,8,female,ravdess
happy,E:\datasets\ravdess\Actor_08\03-01-03-02-01-02-08.wav,8,female,ravdess
happy,E:\datasets\ravdess\Actor_08\03-01-03-02-02-01-08.wav,8,female,ravdess
happy,E:\datasets\ravdess\Actor_08\03-01-03-02-02-02-08.wav,8,female,ravdess
sad,E:\datasets\ravdess\Actor_08\03-01-04-01-01-01-08.wav,8,female,ravdess
sad,E:\datasets\ravdess\Actor_08\03-01-04-01-01-02-08.wav,8,female,ravdess
sad,E:\datasets\ravdess\Actor_08\03-01-04-01-02-01-08.wav,8,female,ravdess
sad,E:\datasets\ravdess\Actor_08\03-01-04-01-02-02-08.wav,8,female,ravdess
sad,E:\datasets\ravdess\Actor_08\03-01-04-02-01-01-08.wav,8,female,ravdess
sad,E:\datasets\ravdess\Actor_08\03-01-04-02-01-02-08.wav,8,female,ravdess
sad,E:\datasets\ravdess\Actor_08\03-01-04-02-02-01-08.wav,8,female,ravdess
sad,E:\datasets\ravdess\Actor_08\03-01-04-02-02-02-08.wav,8,female,ravdess
angry,E:\datasets\ravdess\Actor_08\03-01-05-01-01-01-08.wav,8,female,ravdess
angry,E:\datasets\ravdess\Actor_08\03-01-05-01-01-02-08.wav,8,female,ravdess
angry,E:\datasets\ravdess\Actor_08\03-01-05-01-02-01-08.wav,8,female,ravdess
angry,E:\datasets\ravdess\Actor_08\03-01-05-01-02-02-08.wav,8,female,ravdess
angry,E:\datasets\ravdess\Actor_08\03-01-05-02-01-01-08.wav,8,female,ravdess
angry,E:\datasets\ravdess\Actor_08\03-01-05-02-01-02-08.wav,8,female,ravdess
angry,E:\datasets\ravdess\Actor_08\03-01-05-02-02-01-08.wav,8,female,ravdess
angry,E:\datasets\ravdess\Actor_08\03-01-05-02-02-02-08.wav,8,female,ravdess
fear,E:\datasets\ravdess\Actor_08\03-01-06-01-01-01-08.wav,8,female,ravdess
fear,E:\datasets\ravdess\Actor_08\03-01-06-01-01-02-08.wav,8,female,ravdess
fear,E:\datasets\ravdess\Actor_08\03-01-06-01-02-01-08.wav,8,female,ravdess
fear,E:\datasets\ravdess\Actor_08\03-01-06-01-02-02-08.wav,8,female,ravdess
fear,E:\datasets\ravdess\Actor_08\03-01-06-02-01-01-08.wav,8,female,ravdess
fear,E:\datasets\ravdess\Actor_08\03-01-06-02-01-02-08.wav,8,female,ravdess
fear,E:\datasets\ravdess\Actor_08\03-01-06-02-02-01-08.wav,8,female,ravdess
fear,E:\datasets\ravdess\Actor_08\03-01-06-02-02-02-08.wav,8,female,ravdess
disgust,E:\datasets\ravdess\Actor_08\03-01-07-01-01-01-08.wav,8,female,ravdess
disgust,E:\datasets\ravdess\Actor_08\03-01-07-01-01-02-08.wav,8,female,ravdess
disgust,E:\datasets\ravdess\Actor_08\03-01-07-01-02-01-08.wav,8,female,ravdess
disgust,E:\datasets\ravdess\Actor_08\03-01-07-01-02-02-08.wav,8,female,ravdess
disgust,E:\datasets\ravdess\Actor_08\03-01-07-02-01-01-08.wav,8,female,ravdess
disgust,E:\datasets\ravdess\Actor_08\03-01-07-02-01-02-08.wav,8,female,ravdess
disgust,E:\datasets\ravdess\Actor_08\03-01-07-02-02-01-08.wav,8,female,ravdess
disgust,E:\datasets\ravdess\Actor_08\03-01-07-02-02-02-08.wav,8,female,ravdess
surprise,E:\datasets\ravdess\Actor_08\03-01-08-01-01-01-08.wav,8,female,ravdess
surprise,E:\datasets\ravdess\Actor_08\03-01-08-01-01-02-08.wav,8,female,ravdess
surprise,E:\datasets\ravdess\Actor_08\03-01-08-01-02-01-08.wav,8,female,ravdess
surprise,E:\datasets\ravdess\Actor_08\03-01-08-01-02-02-08.wav,8,female,ravdess
surprise,E:\datasets\ravdess\Actor_08\03-01-08-02-01-01-08.wav,8,female,ravdess
surprise,E:\datasets\ravdess\Actor_08\03-01-08-02-01-02-08.wav,8,female,ravdess
surprise,E:\datasets\ravdess\Actor_08\03-01-08-02-02-01-08.wav,8,female,ravdess
surprise,E:\datasets\ravdess\Actor_08\03-01-08-02-02-02-08.wav,8,female,ravdess
neutral,E:\datasets\ravdess\Actor_09\03-01-01-01-01-01-09.wav,9,male,ravdess
neutral,E:\datasets\ravdess\Actor_09\03-01-01-01-01-02-09.wav,9,male,ravdess
neutral,E:\datasets\ravdess\Actor_09\03-01-01-01-02-01-09.wav,9,male,ravdess
neutral,E:\datasets\ravdess\Actor_09\03-01-01-01-02-02-09.wav,9,male,ravdess
calm,E:\datasets\ravdess\Actor_09\03-01-02-01-01-01-09.wav,9,male,ravdess
calm,E:\datasets\ravdess\Actor_09\03-01-02-01-01-02-09.wav,9,male,ravdess
calm,E:\datasets\ravdess\Actor_09\03-01-02-01-02-01-09.wav,9,male,ravdess
calm,E:\datasets\ravdess\Actor_09\03-01-02-01-02-02-09.wav,9,male,ravdess
calm,E:\datasets\ravdess\Actor_09\03-01-02-02-01-01-09.wav,9,male,ravdess
calm,E:\datasets\ravdess\Actor_09\03-01-02-02-01-02-09.wav,9,male,ravdess
calm,E:\datasets\ravdess\Actor_09\03-01-02-02-02-01-09.wav,9,male,ravdess
calm,E:\datasets\ravdess\Actor_09\03-01-02-02-02-02-09.wav,9,male,ravdess
happy,E:\datasets\ravdess\Actor_09\03-01-03-01-01-01-09.wav,9,male,ravdess
happy,E:\datasets\ravdess\Actor_09\03-01-03-01-01-02-09.wav,9,male,ravdess
happy,E:\datasets\ravdess\Actor_09\03-01-03-01-02-01-09.wav,9,male,ravdess
happy,E:\datasets\ravdess\Actor_09\03-01-03-01-02-02-09.wav,9,male,ravdess
happy,E:\datasets\ravdess\Actor_09\03-01-03-02-01-01-09.wav,9,male,ravdess
happy,E:\datasets\ravdess\Actor_09\03-01-03-02-01-02-09.wav,9,male,ravdess
happy,E:\datasets\ravdess\Actor_09\03-01-03-02-02-01-09.wav,9,male,ravdess
happy,E:\datasets\ravdess\Actor_09\03-01-03-02-02-02-09.wav,9,male,ravdess
sad,E:\datasets\ravdess\Actor_09\03-01-04-01-01-01-09.wav,9,male,ravdess
sad,E:\datasets\ravdess\Actor_09\03-01-04-01-01-02-09.wav,9,male,ravdess
sad,E:\datasets\ravdess\Actor_09\03-01-04-01-02-01-09.wav,9,male,ravdess
sad,E:\datasets\ravdess\Actor_09\03-01-04-01-02-02-09.wav,9,male,ravdess
sad,E:\datasets\ravdess\Actor_09\03-01-04-02-01-01-09.wav,9,male,ravdess
sad,E:\datasets\ravdess\Actor_09\03-01-04-02-01-02-09.wav,9,male,ravdess
sad,E:\datasets\ravdess\Actor_09\03-01-04-02-02-01-09.wav,9,male,ravdess
sad,E:\datasets\ravdess\Actor_09\03-01-04-02-02-02-09.wav,9,male,ravdess
angry,E:\datasets\ravdess\Actor_09\03-01-05-01-01-01-09.wav,9,male,ravdess
angry,E:\datasets\ravdess\Actor_09\03-01-05-01-01-02-09.wav,9,male,ravdess
angry,E:\datasets\ravdess\Actor_09\03-01-05-01-02-01-09.wav,9,male,ravdess
angry,E:\datasets\ravdess\Actor_09\03-01-05-01-02-02-09.wav,9,male,ravdess
angry,E:\datasets\ravdess\Actor_09\03-01-05-02-01-01-09.wav,9,male,ravdess
angry,E:\datasets\ravdess\Actor_09\03-01-05-02-01-02-09.wav,9,male,ravdess
angry,E:\datasets\ravdess\Actor_09\03-01-05-02-02-01-09.wav,9,male,ravdess
angry,E:\datasets\ravdess\Actor_09\03-01-05-02-02-02-09.wav,9,male,ravdess
fear,E:\datasets\ravdess\Actor_09\03-01-06-01-01-01-09.wav,9,male,ravdess
fear,E:\datasets\ravdess\Actor_09\03-01-06-01-01-02-09.wav,9,male,ravdess
fear,E:\datasets\ravdess\Actor_09\03-01-06-01-02-01-09.wav,9,male,ravdess
fear,E:\datasets\ravdess\Actor_09\03-01-06-01-02-02-09.wav,9,male,ravdess
fear,E:\datasets\ravdess\Actor_09\03-01-06-02-01-01-09.wav,9,male,ravdess
fear,E:\datasets\ravdess\Actor_09\03-01-06-02-01-02-09.wav,9,male,ravdess
fear,E:\datasets\ravdess\Actor_09\03-01-06-02-02-01-09.wav,9,male,ravdess
fear,E:\datasets\ravdess\Actor_09\03-01-06-02-02-02-09.wav,9,male,ravdess
disgust,E:\datasets\ravdess\Actor_09\03-01-07-01-01-01-09.wav,9,male,ravdess
disgust,E:\datasets\ravdess\Actor_09\03-01-07-01-01-02-09.wav,9,male,ravdess
disgust,E:\datasets\ravdess\Actor_09\03-01-07-01-02-01-09.wav,9,male,ravdess
disgust,E:\datasets\ravdess\Actor_09\03-01-07-01-02-02-09.wav,9,male,ravdess
disgust,E:\datasets\ravdess\Actor_09\03-01-07-02-01-01-09.wav,9,male,ravdess
disgust,E:\datasets\ravdess\Actor_09\03-01-07-02-01-02-09.wav,9,male,ravdess
disgust,E:\datasets\ravdess\Actor_09\03-01-07-02-02-01-09.wav,9,male,ravdess
disgust,E:\datasets\ravdess\Actor_09\03-01-07-02-02-02-09.wav,9,male,ravdess
surprise,E:\datasets\ravdess\Actor_09\03-01-08-01-01-01-09.wav,9,male,ravdess
surprise,E:\datasets\ravdess\Actor_09\03-01-08-01-01-02-09.wav,9,male,ravdess
surprise,E:\datasets\ravdess\Actor_09\03-01-08-01-02-01-09.wav,9,male,ravdess
surprise,E:\datasets\ravdess\Actor_09\03-01-08-01-02-02-09.wav,9,male,ravdess
surprise,E:\datasets\ravdess\Actor_09\03-01-08-02-01-01-09.wav,9,male,ravdess
surprise,E:\datasets\ravdess\Actor_09\03-01-08-02-01-02-09.wav,9,male,ravdess
surprise,E:\datasets\ravdess\Actor_09\03-01-08-02-02-01-09.wav,9,male,ravdess
surprise,E:\datasets\ravdess\Actor_09\03-01-08-02-02-02-09.wav,9,male,ravdess
neutral,E:\datasets\ravdess\Actor_10\03-01-01-01-01-01-10.wav,10,female,ravdess
neutral,E:\datasets\ravdess\Actor_10\03-01-01-01-01-02-10.wav,10,female,ravdess
neutral,E:\datasets\ravdess\Actor_10\03-01-01-01-02-01-10.wav,10,female,ravdess
neutral,E:\datasets\ravdess\Actor_10\03-01-01-01-02-02-10.wav,10,female,ravdess
calm,E:\datasets\ravdess\Actor_10\03-01-02-01-01-01-10.wav,10,female,ravdess
calm,E:\datasets\ravdess\Actor_10\03-01-02-01-01-02-10.wav,10,female,ravdess
calm,E:\datasets\ravdess\Actor_10\03-01-02-01-02-01-10.wav,10,female,ravdess
calm,E:\datasets\ravdess\Actor_10\03-01-02-01-02-02-10.wav,10,female,ravdess
calm,E:\datasets\ravdess\Actor_10\03-01-02-02-01-01-10.wav,10,female,ravdess
calm,E:\datasets\ravdess\Actor_10\03-01-02-02-01-02-10.wav,10,female,ravdess
calm,E:\datasets\ravdess\Actor_10\03-01-02-02-02-01-10.wav,10,female,ravdess
calm,E:\datasets\ravdess\Actor_10\03-01-02-02-02-02-10.wav,10,female,ravdess
happy,E:\datasets\ravdess\Actor_10\03-01-03-01-01-01-10.wav,10,female,ravdess
happy,E:\datasets\ravdess\Actor_10\03-01-03-01-01-02-10.wav,10,female,ravdess
happy,E:\datasets\ravdess\Actor_10\03-01-03-01-02-01-10.wav,10,female,ravdess
happy,E:\datasets\ravdess\Actor_10\03-01-03-01-02-02-10.wav,10,female,ravdess
happy,E:\datasets\ravdess\Actor_10\03-01-03-02-01-01-10.wav,10,female,ravdess
happy,E:\datasets\ravdess\Actor_10\03-01-03-02-01-02-10.wav,10,female,ravdess
happy,E:\datasets\ravdess\Actor_10\03-01-03-02-02-01-10.wav,10,female,ravdess
happy,E:\datasets\ravdess\Actor_10\03-01-03-02-02-02-10.wav,10,female,ravdess
sad,E:\datasets\ravdess\Actor_10\03-01-04-01-01-01-10.wav,10,female,ravdess
sad,E:\datasets\ravdess\Actor_10\03-01-04-01-01-02-10.wav,10,female,ravdess
sad,E:\datasets\ravdess\Actor_10\03-01-04-01-02-01-10.wav,10,female,ravdess
sad,E:\datasets\ravdess\Actor_10\03-01-04-01-02-02-10.wav,10,female,ravdess
sad,E:\datasets\ravdess\Actor_10\03-01-04-02-01-01-10.wav,10,female,ravdess
sad,E:\datasets\ravdess\Actor_10\03-01-04-02-01-02-10.wav,10,female,ravdess
sad,E:\datasets\ravdess\Actor_10\03-01-04-02-02-01-10.wav,10,female,ravdess
sad,E:\datasets\ravdess\Actor_10\03-01-04-02-02-02-10.wav,10,female,ravdess
angry,E:\datasets\ravdess\Actor_10\03-01-05-01-01-01-10.wav,10,female,ravdess
angry,E:\datasets\ravdess\Actor_10\03-01-05-01-01-02-10.wav,10,female,ravdess
angry,E:\datasets\ravdess\Actor_10\03-01-05-01-02-01-10.wav,10,female,ravdess
angry,E:\datasets\ravdess\Actor_10\03-01-05-01-02-02-10.wav,10,female,ravdess
angry,E:\datasets\ravdess\Actor_10\03-01-05-02-01-01-10.wav,10,female,ravdess
angry,E:\datasets\ravdess\Actor_10\03-01-05-02-01-02-10.wav,10,female,ravdess
angry,E:\datasets\ravdess\Actor_10\03-01-05-02-02-01-10.wav,10,female,ravdess
angry,E:\datasets\ravdess\Actor_10\03-01-05-02-02-02-10.wav,10,female,ravdess
fear,E:\datasets\ravdess\Actor_10\03-01-06-01-01-01-10.wav,10,female,ravdess
fear,E:\datasets\ravdess\Actor_10\03-01-06-01-01-02-10.wav,10,female,ravdess
fear,E:\datasets\ravdess\Actor_10\03-01-06-01-02-01-10.wav,10,female,ravdess
fear,E:\datasets\ravdess\Actor_10\03-01-06-01-02-02-10.wav,10,female,ravdess
fear,E:\datasets\ravdess\Actor_10\03-01-06-02-01-01-10.wav,10,female,ravdess
fear,E:\datasets\ravdess\Actor_10\03-01-06-02-01-02-10.wav,10,female,ravdess
fear,E:\datasets\ravdess\Actor_10\03-01-06-02-02-01-10.wav,10,female,ravdess
fear,E:\datasets\ravdess\Actor_10\03-01-06-02-02-02-10.wav,10,female,ravdess
disgust,E:\datasets\ravdess\Actor_10\03-01-07-01-01-01-10.wav,10,female,ravdess
disgust,E:\datasets\ravdess\Actor_10\03-01-07-01-01-02-10.wav,10,female,ravdess
disgust,E:\datasets\ravdess\Actor_10\03-01-07-01-02-01-10.wav,10,female,ravdess
disgust,E:\datasets\ravdess\Actor_10\03-01-07-01-02-02-10.wav,10,female,ravdess
disgust,E:\datasets\ravdess\Actor_10\03-01-07-02-01-01-10.wav,10,female,ravdess
disgust,E:\datasets\ravdess\Actor_10\03-01-07-02-01-02-10.wav,10,female,ravdess
